10,Classic Beef Chili,"""[\""1 lb. ground beef\"", \""1 onion, chopped\"", \""1 (15 oz.) can kidney beans, rinsed\"", \""1 (15 oz.) can diced tomatoes\"", \""1 (8 oz.) can tomato sauce\"", \""2 Tbsp. chili powder\"", \""1 tsp. cumin\""]""","""[\""In a large pot, brown the ground beef and onion. Drain the fat.\"", \""Stir in the kidney beans, diced tomatoes, tomato sauce, chili powder, and cumin.\"", \""Bring to a boil, then reduce heat and simmer for at least 1 hour, stirring occasionally.\""]""",www.example-dinner.com/recipe/10,Generated,"""[\""ground beef\"", \""onion\"", \""kidney beans\"", \""diced tomatoes\"", \""tomato sauce\"", \""chili powder\"", \""cumin\""]"""
11,Pot Roast,"""[\""1 (3 lb.) beef chuck roast\"", \""1 lb. baby carrots\"", \""1 1/2 lbs. small potatoes, halved\"", \""1 onion, sliced\"", \""1 packet onion soup mix\"", \""2 c. beef broth\""]""","""[\""Place carrots, potatoes, and onion in the bottom of a slow cooker.\"", \""Place the chuck roast on top of the vegetables.\"", \""In a bowl, mix the onion soup mix with the beef broth and pour over the roast.\"", \""Cover and cook on low for 8-10 hours, or until the roast is tender.\""]""",www.example-dinner.com/recipe/11,Generated,"""[\""beef chuck roast\"", \""carrots\"", \""potatoes\"", \""onion\"", \""onion soup mix\"", \""beef broth\""]"""
12,Turkey Meatloaf,"""[\""1 1/2 lbs. ground turkey\"", \""1 egg\"", \""1/2 c. breadcrumbs\"", \""1/4 c. ketchup\"", \""1 Tbsp. Worcestershire sauce\"", \""1 onion, finely chopped\""]""","""[\""Preheat oven to 350\u00b0F (175\u00b0C).\"", \""In a large bowl, combine ground turkey, egg, breadcrumbs, 2 Tbsp. ketchup, Worcestershire sauce, and onion. Mix until just combined.\"", \""Shape the mixture into a loaf and place in a baking dish.\"", \""Spread the remaining 2 Tbsp. of ketchup over the top of the loaf.\"", \""Bake for 1 hour, or until cooked through.\""]""",www.example-dinner.com/recipe/12,Generated,"""[\""ground turkey\"", \""egg\"", \""breadcrumbs\"", \""ketchup\"", \""Worcestershire sauce\"", \""onion\""]"""
13,Pork Chops with Apples,"""[\""4 boneless pork chops\"", \""2 apples, cored and sliced\"", \""1 onion, sliced\"", \""1/2 c. apple cider\"", \""1 Tbsp. olive oil\"", \""salt and pepper\""]""","""[\""Season pork chops with salt and pepper.\"", \""Heat oil in a large skillet over medium-high heat. Brown the pork chops on both sides and remove from skillet.\"", \""Add the sliced apples and onion to the skillet. Cook for 5 minutes until softened.\"", \""Pour in the apple cider, scraping up any browned bits from the bottom of the pan.\"", \""Return the pork chops to the skillet. Cover, reduce heat, and simmer for 10-15 minutes until pork is cooked through.\""]""",www.example-dinner.com/recipe/13,Generated,"""[\""pork chops\"", \""apples\"", \""onion\"", \""apple cider\"", \""olive oil\"", \""salt\"", \""pepper\""]"""
14,Black Bean Burgers,"""[\""1 (15 oz.) can black beans, rinsed and mashed\"", \""1/2 c. breadcrumbs\"", \""1 egg\"", \""1/2 tsp. cumin\"", \""1/2 tsp. garlic powder\"", \""4 hamburger buns\""]""","""[\""In a bowl, combine the mashed black beans, breadcrumbs, egg, cumin, and garlic powder. Form into 4 patties.\"", \""Pan-fry the patties in a lightly oiled skillet for 4-5 minutes per side, until heated through and lightly browned.\"", \""Serve on hamburger buns with your favorite toppings.\""]""",www.example-dinner.com/recipe/14,Generated,"""[\""black beans\"", \""breadcrumbs\"", \""egg\"", \""cumin\"", \""garlic powder\"", \""hamburger buns\""]"""
15,Chickpea Curry,"""[\""1 Tbsp. coconut oil\"", \""1 onion, chopped\"", \""2 cloves garlic, minced\"", \""1 Tbsp. curry powder\"", \""1 (15 oz.) can chickpeas, rinsed\"", \""1 (14 oz.) can coconut milk\"", \""1 (14 oz.) can diced tomatoes\""]""","""[\""Heat coconut oil in a pot over medium heat. Add onion and cook until soft.\"", \""Stir in garlic and curry powder and cook for 1 minute more.\"", \""Add the chickpeas, coconut milk, and diced tomatoes. Bring to a simmer.\"", \""Cook for 15-20 minutes, until the curry has thickened slightly. Serve over rice.\""]""",www.example-dinner.com/recipe/15,Generated,"""[\""coconut oil\"", \""onion\"", \""garlic\"", \""curry powder\"", \""chickpeas\"", \""coconut milk\"", \""diced tomatoes\""]"""
16,Fish Tacos,"""[\""1 lb. white fish fillets (like tilapia or cod), cut into chunks\"", \""1 Tbsp. chili powder\"", \""8 small corn tortillas\"", \""Toppings: shredded cabbage, lime wedges, cilantro, chipotle mayo\""]""","""[\""Toss the fish chunks with chili powder, salt, and pepper.\"", \""Cook the fish in a lightly oiled skillet over medium-high heat for 5-7 minutes, until cooked through and flaky.\"", \""Warm the corn tortillas.\"", \""Assemble tacos by filling each tortilla with fish and your desired toppings.\""]""",www.example-dinner.com/recipe/16,Generated,"""[\""white fish\"", \""chili powder\"", \""corn tortillas\"", \""cabbage\"", \""lime\"", \""cilantro\"", \""chipotle mayo\""]"""
17,Classic Lasagna,"""[\""1 lb. ground beef\"", \""1 (24 oz.) jar marinara sauce\"", \""1 (15 oz.) container ricotta cheese\"", \""1 egg\"", \""1/2 c. grated Parmesan cheese\"", \""9 cooked lasagna noodles\"", \""2 c. shredded mozzarella cheese\""]""","""[\""Preheat oven to 375\u00b0F (190\u00b0C).\"", \""In a skillet, brown the ground beef. Drain fat and stir in marinara sauce.\"", \""In a bowl, mix ricotta, egg, and Parmesan cheese.\"", \""Spread a layer of meat sauce in a 9x13 inch dish. Layer with 3 noodles, then half the ricotta mixture, then a layer of meat sauce.\"", \""Repeat layers. Top with the final 3 noodles, remaining meat sauce, and sprinkle mozzarella on top.\"", \""Bake for 30 minutes, then let stand for 10 minutes before serving.\""]""",www.example-dinner.com/recipe/17,Generated,"""[\""ground beef\"", \""marinara sauce\"", \""ricotta cheese\"", \""egg\"", \""Parmesan cheese\"", \""lasagna noodles\"", \""mozzarella cheese\""]"""
18,Stuffed Bell Peppers,"""[\""4 bell peppers, tops cut off and seeds removed\"", \""1 lb. ground beef\"", \""1/2 c. cooked rice\"", \""1/2 onion, chopped\"", \""1 (15 oz.) can tomato sauce\"", \""1 c. shredded cheddar cheese\""]""","""[\""Preheat oven to 350\u00b0F (175\u00b0C).\"", \""In a skillet, brown the ground beef and onion. Drain fat.\"", \""Stir in the cooked rice and half of the tomato sauce.\"", \""Stand the bell peppers in a baking dish. Fill each pepper with the beef mixture.\"", \""Pour the remaining tomato sauce over the filled peppers.\"", \""Bake for 45 minutes. Top with cheese and bake for another 10 minutes until cheese is melted.\""]""",www.example-dinner.com/recipe/18,Generated,"""[\""bell peppers\"", \""ground beef\"", \""rice\"", \""onion\"", \""tomato sauce\"", \""cheddar cheese\""]"""
19,Pulled Pork Sandwiches,"""[\""1 (4 lb.) pork shoulder\"", \""1 bottle (18 oz.) BBQ sauce\"", \""1/2 c. apple cider vinegar\"", \""8 hamburger buns\""]""","""[\""Place the pork shoulder in a slow cooker.\"", \""In a bowl, whisk together the BBQ sauce and apple cider vinegar. Pour over the pork.\"", \""Cover and cook on low for 8-10 hours, until the pork is very tender.\"", \""Shred the pork with two forks, mixing it with the sauce in the slow cooker.\"", \""Serve the pulled pork on hamburger buns.\""]""",www.example-dinner.com/recipe/19,Generated,"""[\""pork shoulder\"", \""BBQ sauce\"", \""apple cider vinegar\"", \""hamburger buns\""]"""
20,Beef Stew,"""[\""2 lbs. beef stew meat, cut into 1-inch cubes\"", \""1/4 c. flour\"", \""2 Tbsp. olive oil\"", \""4 c. beef broth\"", \""1 lb. small potatoes, quartered\"", \""1 lb. carrots, sliced\"", \""1 onion, chopped\""]""","""[\""Toss the beef cubes with flour, salt, and pepper.\"", \""Heat oil in a large pot or Dutch oven. Brown the beef in batches and set aside.\"", \""Add the beef broth to the pot, scraping up any browned bits.\"", \""Return the beef to the pot. Add potatoes, carrots, and onion.\"", \""Bring to a boil, then reduce heat, cover, and simmer for 2-3 hours, or until the beef is very tender.\""]""",www.example-dinner.com/recipe/20,Generated,"""[\""beef stew meat\"", \""flour\"", \""olive oil\"", \""beef broth\"", \""potatoes\"", \""carrots\"", \""onion\""]"""
21,Pasta Carbonara,"""[\""1 lb. spaghetti\"", \""4 large egg yolks\"", \""1 c. grated Pecorino Romano cheese\"", \""1/2 lb. pancetta or bacon, diced\"", \""2 cloves garlic, minced\"", \""black pepper\""]""","""[\""Cook spaghetti according to package directions. Reserve 1 cup of pasta water.\"", \""While pasta cooks, fry the pancetta in a large skillet until crisp. Add garlic and cook for 1 minute. Remove from heat.\"", \""In a bowl, whisk together the egg yolks and Pecorino cheese.\"", \""Drain the hot pasta and immediately add it to the skillet with the pancetta. Toss to combine.\"", \""Slowly pour in the egg and cheese mixture, stirring constantly to create a creamy sauce. Add a splash of reserved pasta water if needed to loosen.\"", \""Season generously with black pepper and serve immediately.\""]""",www.example-dinner.com/recipe/21,Generated,"""[\""spaghetti\"", \""egg yolks\"", \""Pecorino Romano cheese\"", \""pancetta\"", \""bacon\"", \""garlic\"", \""pepper\""]"""
22,Homemade Pizza,"""[\""1 pre-made pizza crust\"", \""1/2 c. pizza sauce\"", \""2 c. shredded mozzarella cheese\"", \""Your favorite toppings (pepperoni, mushrooms, onions)\""]""","""[\""Preheat oven to 425\u00b0F (220\u00b0C).\"", \""Place the pizza crust on a baking sheet.\"", \""Spread the pizza sauce evenly over the crust, leaving a small border.\"", \""Sprinkle the mozzarella cheese over the sauce.\"", \""Add your desired toppings.\"", \""Bake for 10-15 minutes, or until the crust is golden and the cheese is melted and bubbly.\""]""",www.example-dinner.com/recipe/22,Generated,"""[\""pizza crust\"", \""pizza sauce\"", \""mozzarella cheese\"", \""pepperoni\"", \""mushrooms\"", \""onions\""]"""
23,Goulash,"""[\""1 lb. ground beef\"", \""1 onion, chopped\"", \""2 c. elbow macaroni, uncooked\"", \""1 (15 oz.) can tomato sauce\"", \""1 (15 oz.) can diced tomatoes\"", \""2 c. beef broth\""]""","""[\""In a large pot, brown the ground beef and onion. Drain fat.\"", \""Stir in the uncooked macaroni, tomato sauce, diced tomatoes, and beef broth.\"", \""Bring to a boil, then reduce heat, cover, and simmer for 15-20 minutes, stirring occasionally, until the macaroni is tender.\""]""",www.example-dinner.com/recipe/23,Generated,"""[\""ground beef\"", \""onion\"", \""elbow macaroni\"", \""tomato sauce\"", \""diced tomatoes\"", \""beef broth\""]"""
24,Chicken Pot Pie,"""[\""1 c. cooked, diced chicken\"", \""1 (10 oz.) bag frozen mixed vegetables, thawed\"", \""1 (10.5 oz.) can cream of chicken soup\"", \""1 refrigerated pie crust\""]""","""[\""Preheat oven to 400\u00b0F (200\u00b0C).\"", \""In a bowl, mix together the chicken, mixed vegetables, and cream of chicken soup.\"", \""Pour the mixture into a 9-inch pie plate.\"", \""Top with the pie crust, crimping the edges to seal.\"", \""Cut a few slits in the top of the crust to allow steam to escape.\"", \""Bake for 30-35 minutes, or until the crust is golden brown and the filling is bubbly.\""]""",www.example-dinner.com/recipe/24,Generated,"""[\""chicken\"", \""mixed vegetables\"", \""cream of chicken soup\"", \""pie crust\""]"""
25,Tuna Noodle Casserole,"""[\""12 oz. egg noodles, cooked\"", \""2 cans (5 oz.) tuna, drained\"", \""1 (10.5 oz.) can cream of mushroom soup\"", \""1 c. frozen peas\"", \""1 c. shredded cheddar cheese\"", \""1/2 c. breadcrumbs\""]""","""[\""Preheat oven to 375\u00b0F (190\u00b0C).\"", \""In a large bowl, combine the cooked noodles, tuna, cream of mushroom soup, peas, and 1/2 cup of the cheese.\"", \""Pour the mixture into a greased casserole dish.\"", \""Top with the remaining cheese and the breadcrumbs.\"", \""Bake for 20-25 minutes, until hot and bubbly.\""]""",www.example-dinner.com/recipe/25,Generated,"""[\""egg noodles\"", \""tuna\"", \""cream of mushroom soup\"", \""peas\"", \""cheddar cheese\"", \""breadcrumbs\""]"""
26,Sausage and Peppers,"""[\""1 lb. Italian sausage\"", \""2 bell peppers, sliced\"", \""1 large onion, sliced\"", \""1 (15 oz.) can diced tomatoes\"", \""6 hoagie rolls\""]""","""[\""Cook the Italian sausage in a large skillet until browned. Remove sausage and slice it.\"", \""In the same skillet, cook the bell peppers and onion until tender.\"", \""Return the sausage to the skillet. Add the diced tomatoes.\"", \""Simmer for 10 minutes.\"", \""Serve the sausage and peppers mixture on hoagie rolls.\""]""",www.example-dinner.com/recipe/26,Generated,"""[\""Italian sausage\"", \""bell peppers\"", \""onion\"", \""diced tomatoes\"", \""hoagie rolls\""]"""
27,Chicken Fajitas,"""[\""1 lb. boneless, skinless chicken breast, sliced\"", \""2 bell peppers, sliced\"", \""1 onion, sliced\"", \""1 packet fajita seasoning\"", \""8 flour tortillas\""]""","""[\""In a large skillet, cook the chicken over medium-high heat until no longer pink.\"", \""Add the bell peppers and onion to the skillet. Cook for 5-7 minutes until tender-crisp.\"", \""Stir in the fajita seasoning and a little water according to packet directions.\"", \""Serve the chicken and vegetable mixture in warm tortillas.\""]""",www.example-dinner.com/recipe/27,Generated,"""[\""chicken breast\"", \""bell peppers\"", \""onion\"", \""fajita seasoning\"", \""flour tortillas\""]"""
28,Beef Stroganoff,"""[\""1 lb. beef sirloin, thinly sliced\"", \""8 oz. sliced mushrooms\"", \""1 onion, chopped\"", \""2 Tbsp. butter\"", \""1 (10.5 oz.) can cream of mushroom soup\"", \""1/2 c. sour cream\"", \""cooked egg noodles for serving\""]""","""[\""In a large skillet, melt butter and brown the beef. Remove beef from skillet.\"", \""Add mushrooms and onion to the skillet and cook until tender.\"", \""Stir in the cream of mushroom soup and bring to a simmer.\"", \""Reduce heat to low and stir in the sour cream and cooked beef. Heat through but do not boil.\"", \""Serve over hot egg noodles.\""]""",www.example-dinner.com/recipe/28,Generated,"""[\""beef sirloin\"", \""mushrooms\"", \""onion\"", \""butter\"", \""cream of mushroom soup\"", \""sour cream\"", \""egg noodles\""]"""
29,Lemon Herb Roasted Chicken,"""[\""1 whole chicken (3-4 lbs)\"", \""1 lemon, halved\"", \""4 sprigs of fresh rosemary\"", \""4 cloves garlic, smashed\"", \""2 Tbsp. olive oil\"", \""salt and pepper\""]""","""[\""Preheat oven to 425\u00b0F (220\u00b0C).\"", \""Pat the chicken dry with paper towels. Rub the outside with olive oil and season generously with salt and pepper.\"", \""Place the lemon halves, rosemary sprigs, and smashed garlic inside the chicken cavity.\"", \""Roast for 1 hour and 15-30 minutes, or until the juices run clear when a thigh is pierced.\"", \""Let the chicken rest for 10 minutes before carving.\""]""",www.example-dinner.com/recipe/29,Generated,"""[\""whole chicken\"", \""lemon\"", \""rosemary\"", \""garlic\"", \""olive oil\"", \""salt\"", \""pepper\""]"""
30,Shrimp and Grits,"""[\""1 c. quick-cooking grits\"", \""4 c. water\"", \""1 lb. shrimp, peeled and deveined\"", \""4 slices bacon, chopped\"", \""1/2 c. shredded cheddar cheese\"", \""2 green onions, sliced\""]""","""[\""Cook grits according to package directions. Once cooked, stir in the cheddar cheese.\"", \""While grits cook, fry the chopped bacon in a skillet until crisp. Remove bacon, leaving the drippings.\"", \""In the same skillet, cook the shrimp in the bacon drippings for 2-3 minutes until pink.\"", \""Serve the shrimp over the cheesy grits. Top with the crumbled bacon and sliced green onions.\""]""",www.example-dinner.com/recipe/30,Generated,"""[\""grits\"", \""water\"", \""shrimp\"", \""bacon\"", \""cheddar cheese\"", \""green onions\""]"""
31,Stuffed Shells,"""[\""1 box (12 oz.) jumbo pasta shells\"", \""1 (15 oz.) container ricotta cheese\"", \""1 egg\"", \""1 c. shredded mozzarella cheese\"", \""1/2 c. Parmesan cheese\"", \""1 (24 oz.) jar marinara sauce\""]""","""[\""Preheat oven to 375\u00b0F (190\u00b0C). Cook shells according to package directions.\"", \""In a bowl, mix ricotta, egg, 1/2 cup of mozzarella, and Parmesan cheese.\"", \""Spread a layer of marinara sauce in a 9x13 inch baking dish.\"", \""Fill each cooked shell with the cheese mixture and arrange them in the dish.\"", \""Top with the remaining marinara sauce and mozzarella cheese.\"", \""Bake for 20-25 minutes until bubbly.\""]""",www.example-dinner.com/recipe/31,Generated,"""[\""jumbo pasta shells\"", \""ricotta cheese\"", \""egg\"", \""mozzarella cheese\"", \""Parmesan cheese\"", \""marinara sauce\""]"""
32,Chicken and Dumplings,"""[\""1 lb. boneless, skinless chicken breast, cut into chunks\"", \""4 c. chicken broth\"", \""1 (10.5 oz.) can cream of chicken soup\"", \""1 c. frozen peas and carrots\"", \""1 can (10 oz.) refrigerated biscuits\""]""","""[\""In a large pot, combine chicken broth, cream of chicken soup, and chicken chunks. Bring to a boil.\"", \""Reduce heat and simmer for 15 minutes.\"", \""Stir in the frozen peas and carrots.\"", \""Cut each biscuit into quarters and drop them into the simmering soup.\"", \""Cover the pot and cook for 10-15 minutes, until the dumplings are cooked through.\""]""",www.example-dinner.com/recipe/32,Generated,"""[\""chicken breast\"", \""chicken broth\"", \""cream of chicken soup\"", \""peas\"", \""carrots\"", \""biscuits\""]"""
33,Fried Rice,"""[\""3 c. cooked and chilled rice\"", \""2 Tbsp. vegetable oil\"", \""2 large eggs, whisked\"", \""1 c. frozen peas and carrots\"", \""1/2 onion, chopped\"", \""3 Tbsp. soy sauce\""]""","""[\""Heat 1 Tbsp. of oil in a large skillet or wok. Add the whisked eggs and scramble, then remove from the skillet.\"", \""Add the remaining 1 Tbsp. of oil to the skillet. Add the onion and cook until soft.\"", \""Stir in the frozen peas and carrots and cook for 2 minutes.\"", \""Add the chilled rice to the skillet, breaking it up. Stir-fry for 3-5 minutes.\"", \""Stir in the soy sauce and the scrambled eggs. Mix to combine and serve hot.\""]""",www.example-dinner.com/recipe/33,Generated,"""[\""rice\"", \""vegetable oil\"", \""eggs\"", \""peas\"", \""carrots\"", \""onion\"", \""soy sauce\""]"""
34,Dill Baked Pork Chop,"[""4 Pork Chops"", ""2 Tbsp. olive oil"", ""1 Tbsp. Dill"", ""salt"", ""pepper""]","[""Preheat oven to 400\u00b0F."", ""Toss Pork Chops with oil and seasonings."", ""Bake until cooked.""]",www.example-dinner.com/recipe/34,Generated,"[""pork_chop"", ""olive oil"", ""dill"", ""salt"", ""pepper""]"
35,Quick Chicken and Snap Peas Stir-Fry,"[""1 lb. Chicken"", ""2 c. Snap Peas"", ""1/4 c. soy sauce"", ""rice""]","[""Heat oil."", ""Cook Chicken."", ""Add Snap Peas and stir-fry."", ""Add soy sauce. Serve over rice.""]",www.example-dinner.com/recipe/35,Generated,"[""chicken"", ""snap peas"", ""soy sauce"", ""rice""]"
36,Lemon-Pepper Baked Chicken Breast,"[""4 Chicken Breasts"", ""2 Tbsp. olive oil"", ""1 Tbsp. Lemon Pepper"", ""salt"", ""pepper""]","[""Preheat oven to 400\u00b0F."", ""Toss Chicken Breasts with oil and seasonings."", ""Bake until cooked.""]",www.example-dinner.com/recipe/36,Generated,"[""chicken_breast"", ""olive oil"", ""lemon_pepper"", ""salt"", ""pepper""]"
37,Quick Tofu and Mushrooms Stir-Fry,"[""1 lb. Tofu"", ""2 c. Mushrooms"", ""1/4 c. soy sauce"", ""rice""]","[""Heat oil."", ""Cook Tofu."", ""Add Mushrooms and stir-fry."", ""Add soy sauce. Serve over rice.""]",www.example-dinner.com/recipe/37,Generated,"[""tofu"", ""mushrooms"", ""soy sauce"", ""rice""]"
38,Lemon-Pepper Baked Pork Chop,"[""4 Pork Chops"", ""2 Tbsp. olive oil"", ""1 Tbsp. Lemon Pepper"", ""salt"", ""pepper""]","[""Preheat oven to 400\u00b0F."", ""Toss Pork Chops with oil and seasonings."", ""Bake until cooked.""]",www.example-dinner.com/recipe/38,Generated,"[""pork_chop"", ""olive oil"", ""lemon_pepper"", ""salt"", ""pepper""]"
